pʰ	i	2204
e	ɡ	2202
b	ɝ	2188
oʊ	ɫ	2187
ə	p	2180
b	j	2175
ŋ	k	2173
ɕ	ɕ	2165
t	u	2162
e	a	2160
e	l	2159
k	r	2153
w	eɪ	2152
ɯ	h	2152
ɑ	ɫ	2148
l	ɛ	2145
i	kʰ	2138
g	u	2132
a	e	2130
b	r	2096
w	ə	2096
kʰ	i	2093
k	y	2074
n	ɯ	2074
æ	k	2071
n	ɪ	2049
ɯ	g	2014
f	ʁ	2011
ʁ	j	1979
o	a	1976
a	o	1975
a	v	1974
s	ɪ	1959
m	ɪ	1953
p	ə	1948
ʁ	s	1940
ŋ	g	1928
ʁ	d	1925
k	l	1922
f	ɛ	1913
e	z	1907
u	g	1884
ɯ	e	1884
i	e	1880
ɡ	r	1866
k	oʊ	1858
m	ɑ	1855
o	ɸ	1839
ɡ	ʌ	1832
a	f	1832
t	y	1826
ɯ	a	1822
ə	k	1817
w	o	1817
s	s	1809
ə	l	1805
tʰ	o	1800
b	l	1787
ɫ	d	1784
a	ɸ	1781
ɛ	g	1777
k	ɫ	1774
g	h	1768
v	ə	1758
ɫ	æ	1754
ə	b	1750
ʁ	m	1749
r	ɑ	1746
h	ɛ	1735
ŋ	s	1724
v	a	1724
ɫ	z	1722
m	eɪ	1718
ɫ	ɛ	1710
ɫ	ɝ	1698
p	ɔ	1684
ŋ	ɕ	1681
æ	ɫ	1680
i	ɸ	1677
f	ɔ	1665
pʰ	a	1663
o	e	1660
d	ə	1657
u	m	1654
u	d	1651
ɛ	m	1648
d	ɝ	1640
p	aɪ	1635
n	ə	1634
g	w	1627
d	ʁ	1619
k	ɝ	1616
k	æ	1616
z	ʌ	1615
ɛ̃	t	1613
n	ɝ	1609
a	ʒ	1607
g	ʌ	1606
ɔ̃	t	1595
e	f	1594
dʑ	u	1594
w	ɪ	1588
ɯ	j	1587
n	dʑ	1575
ʁ	u	1572
r	eɪ	1571
l	e	1555
ɔ̃	s	1548
ə	v	1545
k	ə	1541
f	l	1536
t	ɔ	1533
ɑ	k	1532
r	t	1527
e	o	1526
ɸ	a	1526
u	p	1517
t	oʊ	1516
o	w	1516
p	ʌ	1514
m	æ	1510
p	ɝ	1496
w	ʌ	1494
æ	m	1487
pʰ	j	1485
ʌ	f	1484
aɪ	n	1477
e	j	1475
ʌ	p	1467
i	w	1467
e	h	1466
m	p	1461
ʑ	a	1441
ɯ	o	1427
p	s	1421
n	w	1419
e	v	1415
ʁ	n	1413
ɪ	r	1411
ɪ	t	1407
oʊ	n	1403
ɯ	ɸ	1400
ŋ	dʑ	1399
s	w	1397
l	y	1397
v	ɝ	1391
ʃ	ə	1391
æ	s	1385
u	j	1373
ɡ	j	1368
ɫ	ɑ	1364
l	h	1361
w	ɛ	1356
ɫ	oʊ	1351
f	j	1343
t	aɪ	1340
ʒ	i	1336
tʰ	w	1326
ɫ	aɪ	1322
d	u	1321
dʑ	o	1320
ʃ	i	1319
eɪ	n	1311
m	ɔ	1310
ɸ	i	1309
l	g	1306
aɪ	t	1298
m	b	1295
v	ʌ	1291
n	oʊ	1281
k	ɛ	1277
dʒ	ʌ	1275
ɑ	m	1268
a	z	1268
b	ɑ	1266
ɫ	eɪ	1262
n	tɕ	1261
z	ə	1260
ɪ	m	1257
p	t	1255
ɛ	ŋ	1255
p	eɪ	1251
b	ɔ	1249
ɝ	d	1245
d	j	1244
d	d	1243
u	ŋ	1240
ʁ	y	1225
n	f	1221
eɪ	ʃ	1219
ɪ	v	1219
ŋ	m	1219
k	ɪ	1212
l	ɾ	1212
i	ɫ	1205
tɕʰ	j	1205
b	d	1201
n	tɕʰ	1193
tʰ	i	1191
ŋ	d	1190
r	d	1189
m	ɝ	1187
y	s	1187
n	ʂ	1185
o	z	1182
ŋ	tɕʰ	1178
ç	o	1173
d	ɯ	1173
n	u	1170
y	t	1165
v	ɪ	1163
u	k	1159
aɪ	z	1157
l	d	1156
o	ç	1156
h	ʌ	1154
h	j	1152
ŋ	t	1149
æ	t	1148
tɕʰ	u	1146
p	ɑ	1145
ʃ	a	1140
m	y	1138
ɾ	ʌ	1128
r	aɪ	1124
l	w	1124
p	ɫ	1123
i	ɯ	1116
r	u	1098
ɑ	t	1097
n	tʰ	1096
p	ɑʊ	1092
tɕʰ	ʌ	1082
f	r	1081
ŋ	tɕ	1077
d	r	1075
f	ʌ	1075
ɔ̃	p	1074
t	ɑ	1072
ɝ	t	1070
ɫ	t	1068
pʰ	u	1068
h	ɑ	1064
tɕʰ	a	1064
ɑ	s	1063
oʊ	z	1056
ɔ	s	1051
ɛ̃	s	1050
ɪ	ʃ	1048
o	f	1046
ʒ	ə	1042
j	ə	1041
h	æ	1036
g	l	1036
a	ʃ	1035
f	eɪ	1028
ɔ̃	d	1028
ɔ	ɫ	1022
g	d	1022
ɔ	ŋ	1021
ɪ	ɡ	1018
n	l	1018
b	ɫ	1014
m	aɪ	1012
s	ɝ	1009
y	m	1009
ʂ	ə	1007
f	ɝ	1006
u	v	1005
b	æ	1004
ɔ	n	1003
ʌ	ɡ	1000
u	b	1000
ʁ	ɔ	998
tʰ	u	995
g	dʑ	994
f	ɪ	993
ŋ	ʂ	992
a	dʑ	991
l	ɔ	985
u	ɕ	980
n	ɑ	979
d	ɔ	977
b	ɪ	972
n	ʈʂ	972
ɯ	l	970
ŋ	tʰ	969
s	m	965
oʊ	s	962
ŋ	l	961
p	ɪ	960
s	ɔ	957
ɝ	n	952
ə	g	948
ɯ	w	946
ɛ̃	d	944
oʊ	t	941
t	æ	936
p	y	935
ʈʂ	ɨ	931
t	ɑʊ	924
ʌ	ɾ	922
ɝ	s	911
u	f	911
e	ʃ	911
ŋ	ʈʂ	910
u	ʂ	905
t	eɪ	901
s	ɫ	901
n	ɔ	897
ɔ	k	896
ɡ	ɝ	892
ə	f	890
y	p	879
ʁ	k	879
h	i	874
ɛ̃	p	871
l	t	867
g	g	865
ʂ	a	865
eɪ	ɫ	864
ɛ	p	862
ʁ	v	857
aɪ	d	854
ɥ	ɛ	854
ɯ	ŋ	850
ɛ̃	k	849
g	s	849
v	j	848
m	oʊ	847
n	eɪ	843
ʁ	ʒ	842
g	ɛ	840
ʐ	ə	839
u	z	837
ʁ	b	837
n	y	835
ʂ	ɨ	834
aɪ	k	833
ʌ	v	832
l	s	832
n	x	830
w	aɪ	829
i	dʑ	828
i	ɔ	826
eɪ	k	825
ɔ	l	824
ɫ	u	823
oʊ	k	822
ɝ	ɡ	819
pʰ	o	819
k	eɪ	817
u	tɕ	817
oʊ	m	810
æ	ŋ	809
f	ɫ	807
y	n	806
ŋ	j	804
tʰ	oʊ	804
ŋ	b	802
ŋ	x	802
l	u	801
r	k	800
j	ɔ	792
ŋ	p	792
i	ç	792
m	h	789
i	ʒ	787
u	dʑ	786
s	aɪ	785
æ	d	783
ɛ	z	780
f	o	779
ɝ	ʌ	776
w	i	776
ɪ	p	775
ɔ	t	775
ɛ	l	774
ɸ	o	774
p	æ	772
ə	ʒ	772
s	ɑ	768
u	ɾ	766
n	ts	759
ʃ	ɛ	758
ʒ	ɛ	758
ɛ	j	757
ɑ	p	756
f	e	753
ɑ	d	751
z	ɛ	751
ɝ	m	750
b	y	750
v	o	748
m	s	745
ɥ	a	745
d	oʊ	744
ɡ	ɫ	742
ʒ	e	742
ɡ	ɑ	741
aʊ	n	740
ŋ	ɡ	737
ɫ	ɔ	736
ɛ	v	735
d	ɑ	734
u	h	733
f	y	733
y	z	729
b	oʊ	723
v	ʁ	723
u	ʈʂ	723
e	ʒ	721
z	j	720
ʊ	r	718
ə	ʃ	715
r	m	710
oʊ	v	710
ə	ɚ	709
w	ɔ	707
w	ɑ	706
kʰ	a	704
u	tɕʰ	703
r	n	702
n	ɸ	702
i	oʊ	697
ʈʂ	ə	695
ɔ	f	694
ɫ	m	691
ʌ	h	689
m	z	688
s	æ	686
tʃ	ʌ	685
h	ɔ	684
ɝ	k	682
u	ɫ	681
ɛ	b	676
ɯ	ç	675
ʂ	w	675
ɝ	ɪ	674
o	dʑ	674
ʈʂ	w	671
eɪ	s	666
eɪ	d	664
o	o	664
h	u	660
dʒ	ɛ	657
y	b	656
tʰ	aɪ	654
æ	p	653
ʁ	p	653
l	m	653
g	z	651
d	y	650
ɝ	i	647
ɸ	e	647
ɪ	z	646
y	k	644
z	ɪ	643
a	tʰ	643
i	tʰ	641
v	æ	638
ʁ	ɔ̃	638
ʌ	dʒ	634
v	w	634
ʈʂʰ	a	633
ʁ	w	632
e	ɸ	632
t	ɫ	631
ʈʂʰ	ə	631
h	oʊ	630
n	æ	628
u	tʰ	627
ɪ	dʒ	624
ɕ	e	624
f	aɪ	618
ɔ̃	b	615
o	ʃ	612
p	oʊ	607
ts	w	606
oʊ	d	605
t	ɥ	605
w	ɝ	604
dʑ	ɛ	603
h	aɪ	600
a	tɕʰ	599
ɔ̃	f	598
ɡ	oʊ	597
o	ʒ	596
æ	ɡ	594
s	n	589
ʈʂ	a	589
l	b	588
n	dʒ	587
ŋ	pʰ	583
i	tɕʰ	583
e	i	581
v	e	579
i	tɕ	576
aɪ	s	573
ɫ	s	571
ŋ	ʈʂʰ	571
r	s	570
s	oʊ	569
ɝ	ɫ	567
tɕʰ	ɥ	565
n	ʈʂʰ	564
ɑ	b	563
r	ɔ	561
u	ʃ	561
n	aɪ	561
ʑ	e	561
n	pʰ	559
aɪ	m	558
ɔ	p	558
n	ɥ	558
l	dʑ	557
a	tɕ	556
dʒ	i	553
eɪ	m	551
d	eɪ	551
ʒ	y	551
i	ʃ	550
͍	e	547
ɕ	ɥ	546
ɛ	h	545
ts	i	543
æ	b	542
eɪ	z	540
ʈʂʰ	w	540
m	ɑʊ	535
z	ɝ	534
ɰ	i	533
r	z	528
ŋ	ts	528
h	ɪ	527
m	d	526
tʃ	ɝ	526
m	dʑ	525
dʑ	e	524
æ	f	522
i	ʂ	517
aɪ	ɫ	516
k	aʊ	513
tɕʰ	o	512
b	h	511
a	ç	507
ɚ	̯	507
aɪ	ʌ	505
g	ɕ	503
a	ʂ	503
ɫ	k	502
ʌ	dʑ	500
ʁ	l	499
n	tʃ	498
ŋ	i	496
f	t	494
ɡ	ɪ	493
ɛ̃	f	493
d	ɥ	493
f	s	491
s	f	491
pʰ	ə	491
tʰ	ɑʊ	489
t	ɤ	489
b	s	488
kʰ	w	488
ɑ	ɡ	486
oʊ	b	484
o	v	484
ɪ	tʃ	483
ʁ	ø	483
u	i	481
ʁ	ɛ̃	479
d	aɪ	478
ɡ	æ	478
ʁ	g	477
aɪ	p	476
ŋ	kʰ	476
aʊ	t	471
tʃ	i	471
v	ɔ	471
s	b	470
ŋ	f	470
ŋ	ɾ	469
ɪ	d	466
f	ɑ	466
t	n	465
s	ɛ̃	465
ɫ	b	464
ʃ	o	464
ŋ	n	460
ʁ	ʃ	458
d	ɫ	456
v	ɑ	453
dʒ	ɪ	453
ɛ	f	453
g	m	453
i	ʈʂ	452
ɝ	b	450
p	w	450
i	i	448
oʊ	p	446
eɪ	p	445
ʒ	a	445
ɛ	dʑ	444
n	kʰ	443
ʃ	ɪ	441
d	æ	440
g	b	438
u	x	438
aɪ	r	437
ɑʊ	tɕ	436
m	n	435
o	tɕʰ	434
ɑʊ	l	433
j	ø	432
ɛ	ɡ	431
ŋ	w	431
d	m	430
i	ɑ	427
s	ɥ	427
ɛ	ʃ	425
m	ɔ̃	425
r	ɫ	423
ŋ	z	421
ɑ	v	420
n	v	417
ɑʊ	ɕ	417
r	b	416
ɔ̃	ʒ	416
e	dʑ	416
dʒ	ɝ	413
ɔ̃	k	413
ɝ	eɪ	412
kʰ	o	412
ʈʂ	o	412
a	x	410
æ	ʃ	404
s	eɪ	404
eɪ	v	404
u	ts	404
z	d	403
tʃ	ɛ	402
g	y	402
u	ʈʂʰ	401
b	ə	399
ɥ	e	399
dʑ	ɯ	397
b	eɪ	395
t	m	394
f	æ	391
ʒ	w	391
ɑʊ	t	391
ɪ	f	390
ɔ	m	388
i	ɝ	386
eɪ	tɕ	386
j	oʊ	385
ɫ	v	384
b	aɪ	382
aɪ	ɝ	382
ʊ	d	380
ɑʊ	ʂ	379
u	ʌ	378
m	g	377
aʊ	s	376
k	n	376
æ	r	376
g	ɔ	376
i	pʰ	376
f	ɔ̃	374
ʁ	f	373
ŋ	ʐ	372
ɛ̃	g	371
ɑʊ	ʈʂ	371
b	dʑ	370
ɑʊ	x	369
e	ç	368
ɡ	ɡ	367
ɫ	f	365
l	eɪ	365
k	ʃ	362
eɪ	ʂ	360
ɔ̃	v	359
i	x	359
ɪa	n	358
ɪ	b	357
n	ʐ	356
tʰ	ɯ	354
ɡ	z	353
l	ɔ̃	352
o	tʰ	351
h	ɝ	350
h	aʊ	349
p	ɔ̃	348
ɝ	v	347
u	kʰ	346
θ	ʌ	345
ɛ̃	v	344
a	ʈʂ	343
ɡ	eɪ	342
ts	u	342
x	a	341
eɪ	l	341
ʌ	w	340
o	ɯ	340
aɪ	l	340
ɑʊ	tʰ	338
ɑʊ	p	337
tsʰ	a	337
l	ɕ	336
ɑ	z	335
y	d	335
u	w	334
m	w	334
v	eɪ	332
k͈	ɯ	332
tʃ	ɪ	331
l	aɪ	331
z	ɔ	329
eɪ	ɕ	328
ʐ	a	328
ɡ	n	327
n	ʃ	326
r	aʊ	326
aɪ	ʂ	326
aɪ	f	324
g	ə	324
a	pʰ	324
͍	i	323
ʃ	u	322
r	ɡ	321
tɕ	ɥ	320
ɡ	ɛ	319
ɫ	j	319
a	ts	319
ts	a	319
u	ʐ	318
w	ʊ	315
u	pʰ	313
æ	v	311
ɑʊ	m	310
eɪ	b	307
ɡ	i	306
k͈	a	306
n	ɔ̃	305
l	tɕʰ	304
ua	n	303
b	w	301
aɪ	tɕ	300
n	tsʰ	299
ʒ	j	296
n	ø	296
e	e	295
v	aɪ	292
pʰ	aɪ	292
k	m	291
e	w	289
i	eɪ	288
x	ɤ	288
n	ɑʊ	288
ʁ	ɥ	287
l	ø	287
ʃ	ɔ	286
ɔ	d	285
eɪ	ʈʂ	285
i	ɛ	284
h	eɪ	284
h	ɯ	283
t͈	a	282
i	t̚	282
a	a	281
f	oʊ	280
ŋ	ɝ	280
ʊ	k	280
ʌ	bs	280
o	ʂ	280
pʰ	eɪ	280
l	ɛ̃	279
ə	z	278
b	g	277
i	ts	277
ɡ	ɔ	276
z	y	276
ŋ	tsʰ	276
e	ɯ	275
ɑʊ	k	275
i	æ	273
n	ɫ	273
d	s	272
s	d	272
oʊ	f	272
ɑ	f	272
w	ɛ̃	272
k	aɪ	271
ø	z	271
o	tɕ	271
ɝ	ɛ	269
aɪ	b	269
k͈	o	269
kʰ	ɤ	269
g	ɥ	268
m	ɕ	268
æ	tʃ	267
j	ɑ	267
eɪ	tʰ	267
b	ʊ	266
ʃ	ɑ	266
s	h	265
ð	ɝ	265
ɛ	ɾ	265
ɑʊ	ts	262
ʈʂ	u	262
u	ã	261
v	z	260
v	oʊ	259
aɪ	ɕ	258
ʃ	ɝ	255
tsʰ	w	255
j	ɛ̃	254
a	ʈʂʰ	254
z	ɑ	253
b	z	252
ɝ	f	251
r	p	251
i	r	251
ɫ	aʊ	251
eɪ	f	251
pʰ	ɑʊ	251
n	r	249
aɪ	x	249
oʊ	ɡ	248
k	ɥ	247
eɪ	x	247
θ	i	246
tɕʰ	ɛ	246
ʃ	w	244
g	tɕʰ	243
ŋ	a	243
a	kʰ	243
aɪ	v	242
t	ɛ̃	242
ʊ	ɫ	241
ʌ	tʃ	240
tɕʰ	e	239
t	ø	238
l	ɤ	237
ʒ	ʌ	236
j	ɝ	234
a	k̚	234
e	tɕʰ	233
l	pʰ	233
ɝ	ɑ	232
ʌ	θ	232
ʒ	o	232
b	ɔ̃	231
e	ə	230
l	k	229
ʂ	oʊ	229
t	k	227
͍	o	227
z	m	226
ŋ	ɥ	226
tɕ	w	226
ɑ	ŋ	224
l	ʌ	224
ɑʊ	f	224
ɑʊ	tɕʰ	224
b	aʊ	223
dʒ	u	223
ɔ	b	223
ʒ	u	223
m	tɕʰ	223
d	aʊ	222
kʰ	ɯ	222
a	ʔ	222
o	pʰ	221
ɑʊ	ʈʂʰ	221
ʐ	u	221
eɪ	ɡ	220
tɕ	ɪa	220
dʒ	æ	218
ʃ	æ	218
l	ɥ	218
k͈	u	218
i	ʈʂʰ	218
i	ã	218
s	g	216
l	ɑʊ	216
eɪ	j	215
ɝ	p	215
kʰ	u	214
ɾ	ɛ	213
ʌ	ʃ	212
d	ʒ	212
ɑʊ	j	212
x	u	212
m	k	211
i	u	211
g	n	211
i	tʃ	209
t͈	ɯ	208
eɪ	ʈʂʰ	207
o	k̚	207
ɕ	ɪa	207
æ	θ	206
z	b	206
g	ɾ	206
ŋ	ʌ	205
m	m	205
ɛ	tɕʰ	205
k	h	204
z	eɪ	204
f	w	202
l	ɪa	202
n	ç	201
r	f	200
p	ɥ	200
dʑ	w	200
tʃ	æ	199
aɪ	ʈʂ	199
ɛ	θ	198
v	ɫ	198
ɑ	dʒ	198
ɾ	u	198
k	ua	198
y	ʒ	197
g	e	197
s͈	a	197
t	aʊ	196
ʃ	j	196
ɛ	dʒ	196
u	ɡ	196
g	ɔ̃	196
ɝ	oʊ	195
ɡ	w	194
oʊ	ʃ	194
p	ɛ̃	194
u	tsʰ	194
aʊ	ɝ	193
ɝ	dʒ	192
l	p	192
ɛ̃	b	191
h	d	191
tsʰ	u	190
tʰ	ɛ	189
ɝ	θ	187
oʊ	ʂ	187
aɪ	tʰ	187
d	n	186
ɑ	tʃ	186
ɡ	u	186
j	ʊ	186
ç	a	186
æ	z	185
t	ʃ	185
θ	r	184
ʂ	u	184
ɪa	m	184
z	oʊ	183
z	u	183
aɪ	ts	183
b	ɕ	182
ɨ	tɕ	182
ts	o	182
ɝ	ʃ	181
l	n	181
l	tʰ	181
t͈ɕ	a	181
ɑʊ	s	181
eɪ	tɕʰ	181
u	t̚	181
ø	t	180
d	ø	180
t͈	ʌ	180
r	dʒ	179
dʒ	ɑ	178
l	ʁ	178
y	f	178
m	pʰ	178
tʰ	ɤ	178
v	u	177
y	ʃ	177
d	v	176
z	æ	176
v	ɛ̃	176
ʈʂʰ	u	176
ɕ	ɪo	176
i	ʐ	175
u	ʒ	174
t	ɔ̃	174
ts	aɪ	174
t	z	173
d	b	173
ʃ	n	172
ɔɪ	n	172
ɤ	ʂ	172
ʂ	ɤ	172
e	ʔ	172
ɪa	ʔ	172
n	θ	171
k	ɤ	171
θ	ɝ	170
i	k̚	170
eɪ	dʒ	169
b	b	169
tʰ	ʌ	169
o	x	169
tʰ	ə	168
l	v	167
oʊ	tɕ	167
p	n	166
ɫ	ɡ	166
ø	ʁ	166
t	f	165
k	ɪa	165
ɛ̃	ʒ	164
ɝ	æ	163
ʐ	w	163
a	u	162
o	kʰ	162
ʐ	o	162
tʃ	ɑ	161
ʃ	r	161
t͈	u	161
o	ʈʂ	161
ɫ	p	160
tʃ	u	160
ɯ	tʰ	160
ʈʂʰ	o	160
ʃ	m	159
ʃ	oʊ	159
s	ø	159
m	ɫ	158
z	ɫ	158
eɪ	ts	158
x	o	158
p	aʊ	157
ɑ	ʃ	157
e	tʰ	157
ɕ	w	156
ø	m	155
ɝ	aɪ	154
r	ɔɪ	154
ɔ	ʃ	154
y	g	154
a	ɚ	154
k͈	ʌ	153
tsʰ	aɪ	153
ɪ	θ	152
i	ɪ	151
oʊ	ʌ	151
r	v	151
aɪ	j	151
l	t͈	151
ʃ	t	150
u	tʃ	150
ɫ	w	150
aɪ	kʰ	150
ŋ	y	150
t	b	149
ʈʂʰ	ɨ	149
ɪo	ʔ	149
ɝ	tʃ	148
l	k͈	148
e	tɕ	148
m	t	147
l	f	147
e	pʰ	147
l	t͈ɕ	147
r	ʃ	146
t	h	146
e	ɛ	146
g	tʰ	146
tɕʰ	w	146
ɤ	k	146
ɔ̃	g	145
s	ɔ̃	145
bs	d	145
k	ɑʊ	145
ɑʊ	pʰ	144
aɪ	ɡ	143
i	dʒ	142
r	tʃ	142
ɤ	p	142
ɛ	ɕ	141
t͈ɕ	i	141
t	ua	141
d	k	140
æ	dʒ	140
m	ø	140
i	ə	140
r	θ	139
aɪ	w	139
eɪ	ʐ	139
ɤ	ɕ	139
u	r	138
ɫ	h	138
ʃ	eɪ	138
u	ɰ	138
oʊ	ɕ	138
ɔ	ɡ	137
o	ts	137
ɤ	l	137
dʒ	oʊ	136
a	k͈	136
s	tʃ	135
ɤ	tɕ	135
ɫ	ɔɪ	134
z	aɪ	134
ɝ	r	134
ŋ	u	134
m	tʰ	134
tʰ	aʊ	134
k	b	133
s	l	133
a	ə	133
ʃ	e	133
pʰ	ɛ	133
p͈	a	133
i	tsʰ	133
eɪ	w	132
g	pʰ	132
oʊ	ʈʂ	132
aʊ	d	131
ɑʊ	kʰ	130
w	æ	129
ʃ	ɫ	129
ɝ	h	129
z	n	129
ɸ	ɸ	129
aɪ	ʈʂʰ	129
b	m	128
i	k͈	128
e	ʂ	128
tɕ	u	128
ʔ	k	128
w	oʊ	127
s͈	ɯ	127
ʈʂ	ɤ	127
pʰ	ɯ	126
b	tɕʰ	126
ɨ	ʈʂ	126
a	tsʰ	126
ɑʊ	ʐ	126
v	r	125
ɨ	t	125
ŋ	ɫ	124
ɡ	aɪ	124
v	y	124
tɕʰ	ɯ	124
x	ə	124
tɕʰ	ɪa	124
h	ua	124
ɫ	n	123
ɛ	tʃ	123
l	kʰ	123
ʌ	tɕʰ	123
ɨ	ɕ	123
r	ʊ	122
m	f	122
ø	l	122
ɨ	ʂ	122
a	ɥ	121
ɝ	w	120
ɡ	ʊ	120
b	ɔɪ	120
ɤ	x	120
p	ʃ	119
θ	ɪ	119
ɔ	z	119
ɛ	pʰ	119
ɑʊ	n	119
ɤ	t	119
ɑʊ	w	118
dʒ	d	117
n	aʊ	117
d	h	117
ɡ	m	117
ʃ	y	117
ɤ	ʈʂ	117
r	ɝ	116
l	s͈	116
oʊ	l	116
z	w	115
ɔɪ	ɫ	115
z	ɛ̃	115
pʰ	ʌ	115
tʰ	d	115
a	ʐ	115
aɪ	tɕʰ	115
θ	s	114
d	f	114
